station_id,pasture_id,timestamp,air_temp_f,humidity_pct,pressure_hpa,rainfall_in,soil_moisture_10cm,soil_moisture_30cm,soil_moisture_60cm,soil_temp_f,water_tank_pct,trough_level_pct,battery_voltage,solar_voltage,signal_strength,rssi,snr,hop_count,firmware_version,notes
RLY1,CC-001,2026-04-24 15:00:00,,,,,,,,,,,3.79,6.16,-119.4,-119.4,2.1,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 16:00:00,,,,,,,,,,,3.81,5.98,-118.9,-118.9,0.3,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 17:00:00,,,,,,,,,,,3.82,5.36,-119.2,-119.2,1.38,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 18:00:00,,,,,,,,,,,3.79,5.67,-117.7,-117.7,2.49,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 19:00:00,,,,,,,,,,,3.81,5.66,-120.3,-120.3,2.24,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 20:00:00,,,,,,,,,,,3.8,5.66,-119.7,-119.7,0.82,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 21:00:00,,,,,,,,,,,3.82,5.5,-119.6,-119.6,4.07,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 22:00:00,,,,,,,,,,,3.81,5.44,-116.1,-116.1,2.14,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 23:00:00,,,,,,,,,,,3.78,5.35,-117.7,-117.7,1.24,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 00:00:00,,,,,,,,,,,3.79,5.48,-120.5,-120.5,1.06,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 01:00:00,,,,,,,,,,,3.82,5.52,-116.7,-116.7,1.75,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 02:00:00,,,,,,,,,,,3.81,5.62,-121.4,-121.4,1.88,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 03:00:00,,,,,,,,,,,3.77,5.48,-116.9,-116.9,1.82,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 04:00:00,,,,,,,,,,,3.78,5.6,-115.2,-115.2,1.5,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 05:00:00,,,,,,,,,,,3.8,5.5,-118.2,-118.2,1.61,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 06:00:00,,,,,,,,,,,3.77,5.83,-121.3,-121.3,2.7,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 07:00:00,,,,,,,,,,,3.81,6.13,-121.3,-121.3,1.8,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 08:00:00,,,,,,,,,,,3.83,6.15,-115.5,-115.5,5.0,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 09:00:00,,,,,,,,,,,3.79,6.53,-116.5,-116.5,3.13,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 10:00:00,,,,,,,,,,,3.78,6.65,-114.4,-114.4,2.09,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 11:00:00,,,,,,,,,,,3.84,6.68,-118.9,-118.9,3.38,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 12:00:00,,,,,,,,,,,3.77,6.72,-113.7,-113.7,3.32,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 13:00:00,,,,,,,,,,,3.8,6.57,-112.8,-112.8,3.0,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 14:00:00,,,,,,,,,,,3.8,6.28,-119.7,-119.7,2.8,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 15:00:00,,,,,,,,,,,3.78,6.03,-118.8,-118.8,0.52,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 16:00:00,,,,,,,,,,,3.78,5.77,-118.2,-118.2,3.48,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 17:00:00,,,,,,,,,,,3.8,5.38,-121.1,-121.1,0.59,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 18:00:00,,,,,,,,,,,3.77,5.41,-117.8,-117.8,1.55,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 19:00:00,,,,,,,,,,,3.81,5.63,-120.0,-120.0,1.5,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 20:00:00,,,,,,,,,,,3.78,5.72,-117.4,-117.4,1.39,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 21:00:00,,,,,,,,,,,3.8,5.62,-116.5,-116.5,4.28,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 22:00:00,,,,,,,,,,,3.76,5.62,-115.5,-115.5,0.92,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-25 23:00:00,,,,,,,,,,,3.76,5.58,-116.0,-116.0,3.28,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 00:00:00,,,,,,,,,,,3.79,5.52,-117.2,-117.2,-0.54,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 01:00:00,,,,,,,,,,,3.78,5.47,-122.6,-122.6,3.68,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 02:00:00,,,,,,,,,,,3.77,5.58,-116.9,-116.9,1.8,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 03:00:00,,,,,,,,,,,3.8,5.6,-113.0,-113.0,2.45,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 04:00:00,,,,,,,,,,,3.81,5.57,-115.0,-115.0,2.61,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 05:00:00,,,,,,,,,,,3.77,5.72,-115.1,-115.1,2.29,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 06:00:00,,,,,,,,,,,3.77,5.79,-117.4,-117.4,3.34,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 07:00:00,,,,,,,,,,,3.79,6.05,-118.8,-118.8,0.07,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 08:00:00,,,,,,,,,,,3.8,6.27,-115.2,-115.2,3.9,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 09:00:00,,,,,,,,,,,3.8,6.49,-116.8,-116.8,1.76,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 10:00:00,,,,,,,,,,,3.8,6.61,-119.3,-119.3,1.9,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 11:00:00,,,,,,,,,,,3.8,6.65,-118.5,-118.5,0.66,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 12:00:00,,,,,,,,,,,3.77,6.76,-118.8,-118.8,-0.02,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 13:00:00,,,,,,,,,,,3.77,6.5,-116.6,-116.6,1.07,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 14:00:00,,,,,,,,,,,3.75,6.26,-116.6,-116.6,2.59,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 15:00:00,,,,,,,,,,,3.77,6.15,-120.0,-120.0,4.73,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 16:00:00,,,,,,,,,,,3.77,5.83,-113.6,-113.6,0.84,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 17:00:00,,,,,,,,,,,3.81,5.41,-119.4,-119.4,2.38,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-26 18:00:00,,,,,,,,,,,3.78,5.61,-119.6,-119.6,2.0,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
SP1,CC-001,2026-04-19 19:00:00,75.32,48.98,1007.79,0.0,16.92,20.96,20.87,69.41,,,4.02,5.51,-107.5,-107.5,8.67,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-19 20:00:00,72.58,41.42,1011.63,0.171,18.9,18.19,21.35,67.84,,,4.0,5.4,-103.5,-103.5,5.69,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-19 21:00:00,68.04,49.74,1008.17,0.0,18.63,18.45,21.76,60.61,,,4.01,5.2,-107.7,-107.7,9.45,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-19 22:00:00,66.52,45.45,1005.21,0.0,15.49,18.12,22.84,60.78,,,4.0,5.31,-108.5,-108.5,9.05,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-19 23:00:00,67.94,39.58,1011.75,0.0,15.83,18.9,22.83,62.22,,,4.04,5.32,-110.6,-110.6,8.99,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 00:00:00,69.16,48.18,1005.13,0.0,17.61,17.68,21.73,61.67,,,4.01,5.25,-104.9,-104.9,2.79,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 01:00:00,69.15,40.77,1007.2,0.0,17.26,17.12,23.61,63.41,,,4.02,5.36,-102.1,-102.1,5.1,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 02:00:00,73.72,43.41,1004.94,0.0,17.25,17.88,23.64,66.0,,,4.04,5.27,-107.1,-107.1,7.4,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 03:00:00,74.66,53.34,1010.85,0.0,18.55,22.66,20.66,66.73,,,4.03,5.39,-112.1,-112.1,7.21,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 04:00:00,77.32,36.46,1012.17,0.0,19.64,19.13,21.24,71.14,,,4.03,5.34,-114.4,-114.4,8.45,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 05:00:00,78.67,35.19,1007.73,0.0,18.08,21.2,23.37,71.31,,,4.01,5.3,-107.4,-107.4,7.16,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 06:00:00,85.56,36.96,1006.58,0.064,18.83,21.38,21.7,76.89,,,4.02,5.65,-109.0,-109.0,10.87,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 07:00:00,91.6,35.96,1008.73,0.01,20.75,21.6,23.23,83.01,,,4.01,5.81,-113.1,-113.1,7.82,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 08:00:00,92.67,32.59,1008.45,0.0,17.72,21.63,24.05,85.78,,,4.04,5.92,-108.1,-108.1,6.45,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 09:00:00,98.32,20.22,1005.47,0.0,17.3,21.2,24.98,89.08,,,4.04,6.15,-107.7,-107.7,6.37,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 10:00:00,98.51,24.97,1006.49,0.0,20.49,21.48,23.51,90.6,,,4.02,6.23,-110.7,-110.7,9.4,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 11:00:00,95.93,24.09,1009.5,0.0,17.91,19.54,25.29,88.98,,,4.01,6.23,-107.3,-107.3,8.94,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 12:00:00,97.09,23.65,1005.86,0.0,19.54,21.13,23.36,90.58,,,4.01,6.18,-108.8,-108.8,9.45,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 13:00:00,96.98,32.51,1008.51,0.06,19.87,19.3,23.1,89.41,,,4.03,6.09,-109.4,-109.4,5.23,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 14:00:00,94.3,25.36,1010.77,0.0,20.35,21.57,22.14,87.73,,,4.01,5.93,-109.1,-109.1,7.21,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 15:00:00,92.22,34.99,1005.45,0.0,18.72,21.49,23.25,88.79,,,4.04,5.79,-111.1,-111.1,6.13,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 16:00:00,88.64,31.2,1012.88,0.0,18.4,22.05,23.26,83.26,,,4.03,5.59,-112.6,-112.6,7.91,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 17:00:00,85.83,38.19,1012.39,0.0,16.73,21.67,22.04,77.32,,,3.99,5.37,-108.8,-108.8,9.41,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 18:00:00,78.08,39.04,1007.36,0.0,16.59,20.76,25.08,70.99,,,4.02,5.34,-108.2,-108.2,12.32,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 19:00:00,73.92,38.33,1013.98,0.0,18.34,19.97,22.65,67.39,,,4.01,5.31,-108.4,-108.4,9.17,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 20:00:00,73.36,41.41,1007.45,0.0,17.1,19.9,22.49,65.18,,,4.02,5.38,-111.8,-111.8,8.33,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 21:00:00,68.89,49.82,1006.36,0.0,16.39,19.56,22.34,63.34,,,4.01,5.32,-111.3,-111.3,7.0,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 22:00:00,67.62,52.34,1002.36,0.0,14.17,19.71,20.65,61.91,,,4.03,5.3,-110.2,-110.2,6.91,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-20 23:00:00,71.38,49.22,1006.49,0.0,16.54,17.5,23.62,66.38,,,4.0,5.4,-110.7,-110.7,8.39,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 00:00:00,66.58,40.25,1007.18,0.067,15.68,19.37,22.76,61.35,,,4.05,5.31,-108.9,-108.9,11.57,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 01:00:00,70.28,46.66,1005.76,0.0,17.18,18.72,23.86,64.62,,,4.01,5.38,-109.4,-109.4,10.62,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 02:00:00,70.28,52.13,1002.16,0.033,17.26,18.92,22.67,66.26,,,4.03,5.33,-111.6,-111.6,8.8,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 03:00:00,74.88,51.64,1012.49,0.0,16.3,19.82,23.0,70.86,,,4.02,5.36,-103.9,-103.9,10.62,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 04:00:00,78.63,44.91,1001.81,0.0,15.18,17.31,22.53,73.21,,,4.01,5.4,-109.6,-109.6,6.36,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 05:00:00,80.12,33.45,1010.71,0.0,16.8,19.04,21.15,74.98,,,4.02,5.35,-108.7,-108.7,6.03,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 06:00:00,85.81,44.11,1007.52,0.0,19.73,20.04,22.47,78.75,,,4.02,5.46,-111.2,-111.2,6.05,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 07:00:00,92.22,30.41,1012.41,0.0,20.05,20.93,23.32,86.3,,,4.01,5.9,-110.4,-110.4,8.88,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 08:00:00,94.95,33.71,1007.27,0.0,21.06,20.03,24.34,86.64,,,4.03,5.96,-105.6,-105.6,1.22,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 09:00:00,96.54,31.88,1012.12,0.0,23.63,21.9,22.73,89.78,,,3.98,6.13,-108.1,-108.1,9.05,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 10:00:00,98.93,22.63,1006.53,0.0,20.13,23.07,23.94,92.5,,,4.02,6.25,-108.8,-108.8,11.23,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 11:00:00,99.42,23.42,1006.48,0.0,19.96,23.05,24.44,92.87,,,3.98,6.19,-105.3,-105.3,10.22,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 12:00:00,97.07,27.58,1015.56,0.0,20.73,23.64,23.08,89.33,,,4.01,6.18,-103.5,-103.5,9.31,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 13:00:00,97.27,31.38,1010.1,0.0,20.35,22.39,23.77,89.8,,,4.0,6.13,-111.8,-111.8,9.25,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 14:00:00,91.91,30.31,1009.69,0.0,17.62,22.38,23.6,84.56,,,4.01,5.99,-103.9,-103.9,7.67,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 15:00:00,87.71,29.17,1012.28,0.0,19.59,22.65,22.05,79.76,,,3.98,5.78,-116.2,-116.2,7.13,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 16:00:00,90.31,35.14,1007.72,0.0,16.84,22.72,22.63,82.89,,,4.02,5.5,-111.9,-111.9,8.18,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 17:00:00,84.52,30.46,1008.24,0.0,16.27,19.88,21.73,78.2,,,4.01,5.39,-112.6,-112.6,9.52,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 18:00:00,78.75,36.82,1006.94,0.0,17.58,19.21,22.76,72.21,,,4.0,5.34,-108.7,-108.7,7.9,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 19:00:00,77.36,50.33,1008.13,0.0,19.71,20.73,22.62,69.12,,,3.99,5.42,-111.2,-111.2,8.72,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 20:00:00,75.28,45.91,1003.62,0.0,16.36,21.42,21.24,67.24,,,3.99,5.32,-104.2,-104.2,5.43,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 21:00:00,66.62,45.76,1008.83,0.0,17.31,19.73,20.8,61.75,,,4.0,5.33,-102.9,-102.9,8.6,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 22:00:00,67.82,46.92,1009.3,0.0,15.6,19.83,21.64,60.47,,,3.97,5.39,-113.9,-113.9,4.39,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-21 23:00:00,64.4,46.09,1008.79,0.0,18.42,19.75,21.34,59.66,,,3.98,5.29,-113.0,-113.0,8.08,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 00:00:00,65.03,45.1,1008.43,0.0,16.19,18.93,23.23,61.33,,,3.99,5.38,-106.3,-106.3,9.18,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 01:00:00,68.94,40.49,1005.21,0.06,16.62,19.0,22.14,62.49,,,3.99,5.33,-104.7,-104.7,12.27,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 02:00:00,72.24,40.72,1004.22,0.0,16.07,20.01,22.48,68.38,,,4.02,5.35,-105.5,-105.5,10.08,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 03:00:00,74.93,40.16,1009.28,0.0,16.13,20.12,20.82,69.23,,,4.0,5.35,-107.7,-107.7,6.51,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 04:00:00,79.29,44.7,1008.3,0.0,18.26,21.11,22.68,71.26,,,3.97,5.39,-100.8,-100.8,10.36,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 05:00:00,83.46,34.49,1005.4,0.0,18.2,18.97,21.74,77.75,,,4.0,5.35,-108.4,-108.4,7.4,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 06:00:00,86.58,36.09,1009.17,0.0,19.49,18.97,24.98,77.79,,,3.99,5.52,-107.8,-107.8,10.04,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 07:00:00,92.71,25.0,1008.14,0.0,20.0,18.89,24.38,85.9,,,4.0,5.81,-108.8,-108.8,10.78,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 08:00:00,95.96,26.88,1002.46,0.0,17.9,21.24,23.08,88.73,,,4.01,6.0,-109.7,-109.7,7.44,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 09:00:00,98.37,29.76,1007.69,0.197,19.08,22.56,23.13,91.33,,,3.99,6.22,-106.0,-106.0,11.64,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 10:00:00,101.98,18.42,1007.52,0.0,19.41,19.47,24.32,93.86,,,3.99,6.21,-107.7,-107.7,9.52,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 11:00:00,100.24,22.94,1009.67,0.0,20.24,21.1,23.9,93.36,,,3.99,6.34,-105.3,-105.3,7.73,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 12:00:00,100.85,21.45,1011.1,0.0,16.57,21.05,22.73,92.92,,,3.98,6.15,-110.4,-110.4,1.09,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 13:00:00,97.09,29.8,1009.62,0.0,20.85,20.07,24.41,90.05,,,3.98,6.08,-108.9,-108.9,9.71,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 14:00:00,93.03,32.17,1006.71,0.0,17.94,20.85,23.81,85.44,,,3.99,6.05,-107.7,-107.7,9.12,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 15:00:00,93.07,33.14,1012.52,0.0,19.36,20.4,23.66,84.82,,,3.98,5.79,-107.8,-107.8,11.44,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 16:00:00,89.4,40.39,1009.46,0.0,18.91,21.21,22.25,81.98,,,4.02,5.47,-109.3,-109.3,7.92,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 17:00:00,78.09,39.2,1010.02,0.0,16.04,18.71,21.25,74.28,,,4.0,5.44,-106.1,-106.1,4.76,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 18:00:00,76.85,45.91,1006.57,0.0,16.87,18.09,22.53,70.47,,,3.97,5.33,-109.0,-109.0,7.72,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 19:00:00,79.73,40.46,1009.26,0.0,19.36,20.07,22.99,73.76,,,4.0,5.43,-111.3,-111.3,11.73,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 20:00:00,73.36,46.86,1008.74,0.0,17.21,20.3,20.5,69.61,,,4.01,5.27,-112.0,-112.0,10.86,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 21:00:00,68.07,37.96,1009.24,0.0,15.43,18.78,21.15,62.71,,,3.98,5.36,-104.3,-104.3,0.91,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 22:00:00,66.71,53.35,1005.43,0.0,15.85,20.13,21.04,62.96,,,4.0,5.29,-107.0,-107.0,9.28,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-22 23:00:00,64.51,47.88,1008.55,0.0,16.04,19.62,22.41,58.27,,,3.98,5.44,-103.0,-103.0,2.91,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-23 00:00:00,66.27,49.5,1007.42,0.0,17.2,17.68,23.41,59.63,,,3.99,5.43,-106.3,-106.3,12.31,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-23 01:00:00,72.06,36.95,1005.25,0.036,18.39,20.23,22.52,66.61,,,3.99,5.34,-107.5,-107.5,8.64,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-23 02:00:00,69.83,43.5,1011.11,0.0,16.5,18.54,23.19,67.74,,,3.99,5.3,-105.9,-105.9,10.95,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-23 03:00:00,75.61,35.82,1008.51,0.0,16.67,19.69,24.87,67.84,,,4.02,5.32,-110.3,-110.3,9.92,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-23 04:00:00,79.78,44.78,1008.45,0.0,16.89,18.45,22.85,74.51,,,4.0,5.37,-113.1,-113.1,11.52,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
SP1,CC-001,2026-04-23 05:00:00,80.79,38.47,1010.8,0.0,18.43,20.39,23.04,73.56,,,4.0,5.35,-106.4,-106.4,6.26,1,rangeiq-mock-0.1,Station is overdue and used for stale/offline testing.
